score,cleaned_content,sentiment_before,sentiment_after
3,udh habis robux brg masuk nila mahal loh pake uang udh beli rambut kacamata poko mala masuk dikit game nya seru plis roblox kalo kembali uang,netral,negatif
5,sulit masuk aplikasi roblox nya pake wifi coba,positif,negatif
2,seru batas usia boring update sepi bgt temen random ngobrol,negatif,positif
4,puas map ada neg chat sepi,positif,negatif
2,roblox pls fix bug lag roblox bro,negatif,positif
4,nge chat kasih binta,positif,negatif
3,bagus,netral,positif
3,game nya seru banget game patah patah,netral,positif
1,gem roblox seru sayang roblox hapus,negatif,positif
3,mayan asik game minus ngelek,netral,positif
2,seru ngeleg,negatif,positif
3,gamenya bagus seru mohon hilang verifikasi langkah nya cegah orang retas begitu neg akun bisa neg stuck verifikasi langkah karna kode autentikasi nya kirim neg mohon hapus fitur,netral,positif
2,bagus banget gilakk nya mabar pake chat umur bisa neg main adik susah,negatif,positif
1,please make delete chat feature roblox,negatif,positif
5,inti du neg hapu dah,positif,negatif
1,game bagus neg ngelag main,negatif,positif
1,main seru banget,negatif,positif
1,kadang ngelac sih sampe marah,negatif,positif
1,game bagus main game nya masuk kode error kesal kode error tau ada neg,negatif,positif
1,game sengat bagus,negatif,positif
3,sih gem suka ngelek grafik nya udah bagus sih gitulah iya gemnya bisa neg nge chatan ,netral,positif
5,tolong roblox beli robux pas bayar eror lebih batas beli beli tolong baik,positif,negatif
1,tanggal maret roblox blokir,negatif,positif
1,geme,negatif,positif
5,geme nya bikin neg bosen,positif,negatif
3,tolong tambah fitur chat,netral,positif
3,bring back roblox chat feature,netral,negatif
3,roblox benci oppo gabisa mainin,netral,negatif
3,bagus sih paket udah tetep aja klik cepat barang sedia neg aneh gobl,netral,positif
5,roblox know poor and don have money buy robux but pls return the old roblox that make shirt don use robux,positif,negatif
5,woi sawit ngapain chat nya dibatesinnnn,positif,negatif
5,ingin neg pensi bisa neg chat,positif,negatif
4,karna kadeluarsa bintang kesel marah karna kadeluarsa,positif,negatif
4,bisa neg ngechat,positif,negatif
1,roblox gambar ada neg gambar nya kompeln,negatif,positif
5,bikin ngelek,positif,negatif
1,seru brokeven badan bagus kayak klo abdet tingkatin bintang nya ddi brokeven ,negatif,positif
3,anak suka,netral,positif
1,uras simpan,negatif,positif
1,bintang,negatif,positif
5,jelek kembali chat,positif,negatif
1,ksh bntng bnyk krna bnykny bug updte jls dll cman ngsh,negatif,positif
2,gamenya seru gua update minggu,negatif,positif
1,suka kadang tuh sebel bgt gara gara ngebug tiba jdi tolong baik,negatif,positif
3,game bagus kembali chat nya,netral,positif
1,didownload memori mas ruang,negatif,positif
2,ulas roblox bagus sih banget atur ngebak brokheven orang gimana nih roblox offline oke terimakasih keluh baca david terimakasih,negatif,positif
3,benar nya suka game skrg udah bisa neg nge chat game aktivitas larang,netral,negatif
1,cari benda nya,negatif,positif
3,udah bagus kecuali bug pas main jaring bagus aja bisa neg chat verivikasi wajah nya bisa neg main,netral,positif
1,game nya bagus game pay win,negatif,positif
1,banget pedofil gamenya,negatif,positif
3,bintang karna karna bug ngelag jugaa jaring bagus aja koneksi bagus aja wifi bagus aja tuhh,netral,negatif
5,gabisa akun login coba emang sampah nih platfrom,positif,negatif
2,bagus,negatif,positif
3,return the chat,netral,negatif
5,bisa neg main roblox brokheven karna avatar nya tubuh bisa neg pakai jelek pliss jagan pakaiyan nya celana nya  pliss baik pliss ,positif,negatif
5,akuh masuk roblox tiba bikin akun siya karna koneksi kuh bayak teman and besti kuh akuh harap mempuya koneksi bayak harap kabul akuh senag tiba hilang bikin akun kuh akuh sagat marah akuh mohon baik akun item akuh mohon,positif,negatif
3,ngealgg teruss,netral,negatif
1,suka neg roblox gob gakmau nya tanggal maret perintah bolehin neg main roblox,negatif,positif
1,aja batas,negatif,positif
1,not best game ever,negatif,positif
3,the game good but why can log another account,netral,positif
3,game nya bagus suka semenjak batas umur bebas udah verifikasi izin orang tua pas verifikasi wajah detack nya asli nunggu,netral,negatif
1,gem nya bagus pas main bisa neg kelik padan jaring bagus,negatif,positif
5,roblox chat verifikasi pas main tower chat ngeganggu pas,positif,negatif
3,suja ngecrash kadang,netral,positif
3,seruuu,netral,positif
1,pls kasih chat gaul,negatif,positif
3,ngeleg,netral,negatif
5,game baik hidup gjd update bosok,positif,negatif
3,aga aga ngeleg,netral,positif
1,game nya bagus bagus neg game berat,negatif,positif
2,adek marah marah gpp deh,negatif,positif
5,tinggal jejak roblox maret umur asli lahir,positif,negatif
1,suka ngelag davit bazuckkkkkkkkkkkkkkkki,negatif,positif
3,suka neg bisa neg ngomong enak game temen situ,netral,negatif
5,chat roblox nya kasi,positif,negatif
1,sebenernya game tuh seruu bgttt tpi knp akhir tuh bgt ngebug jdi klo main puasa gni tuh jdi kyk banting gtu mencet baju tulis salah,negatif,positif
4,terlalu neg bosan tapi bug game terkadang akun hilang saja padahal verifikasi hasil,positif,negatif
3,ngelek itu kalo main fisit kalo lainnga nggak,netral,positif
1,seru plis deh kembaliin chat,negatif,positif
3,singkat padat bug nya,netral,negatif
4,roblox bisa neg buka,positif,negatif
3,atas cokkkkkkkkkk gua main game,netral,negatif
4,login roblox eror sinyal bagus pas pake wifi ttap bisa neg males main roblox,positif,negatif
3,bug tolong blokir akun predator,netral,negatif
3,game fantastic,netral,positif
5,pasang bintang soalya biyar liat asli kasih bintang kasih bintang karna fitur chat ilang secript,positif,negatif
3,game nya bagus copyright game seru neg get out ,netral,positif
2,bagus ndak karna update guna neg,negatif,positif
2,gamenya seru playernya engskem tipu tolong hapus tipu roblox roblox rame kayak,negatif,positif
2,game nya bagus aneh main anomali nama tuhan game nya sopan game ngleg bagus game nya turunin nya biar leg dikit aja,negatif,positif
5,gamenya patah patah buath,positif,negatif
3,game nya bagus map nya bagus kena disconnect internet wifi aman nya kasih bintang,netral,positif
3,main bagus asik buat neg aupdet terus ,netral,positif
5,bisa neg chat seru,positif,negatif
3,game bagus pulih chatnya oka makasih,netral,positif
5,hello roblox why everything paid want make shirt because before the update shirt free but why are they paid now please really need help remove the rbx prepaid its like this all get bored everything paid hope you read,positif,negatif
3,roblox bagus sayang nya bisa neg chat,netral,positif
3,bingung ngembaliin akun kumainin akses akun kuuu tolong roblox kasih akun kembali,netral,negatif
3,game nya bagus suka neg karakter jatuh mati main serba iklan promosi robuks player gratis jengkel iklan promosi robuks henti trima kasih,netral,positif
3,game nya bagus chat nya harua balikin,netral,positif
5,game yatim orang orang nya padah rusuh udh bikin bangun capek ngeleg mohon blokir orang orang rusuh,positif,negatif
5,pas download gabisa udah download nya gaada tolong komunikasi gabisa,positif,negatif
3,punta main,netral,positif
3,bagus di neg baru minggu bulan karna foto unduh bisa neg upgrade tolong kecepetan neg,netral,positif
5,chat batas verifikasi umur cocok neg kentang scripter kasih bintang komen atas,positif,negatif
4,semenjak game chat seru nyalain senter the forest game play pause mati game play pause sengaja neg nyalain senter aja game play pause pas mabar temen nya habisin perban bikin kalah btw temenku main the forest suka banget main the forest pas korup shotgun langsung teriak temenku untung untung game,positif,negatif
3,bang tolong roblox main buka fitur chat pulih barang lupa neg daily hari ramai rating bawa ejek maudihapus hebat erri cassel buat roblox pernah neg pelit ampas chat ada neg minimal orang ngomong kotor banned aja nama roblox ubah goblox,netral,negatif
3,izinin normalisasiin executor roblox roblox minat main,netral,positif
5,bikin depresi sumpaahhhh depresiiiiiii tau arti depresi,positif,negatif
5,banyak brainrot,positif,negatif
5,did the age chat,positif,negatif
3,good game thankyou tani,netral,positif
3,jelas neg aja kadnang sesnsor bilang tidur aja sono sensor,netral,negatif
2,error jaring bagus,negatif,positif
5,old tahan new keluar,positif,negatif
5,update nya konyol,positif,negatif
1,tolong roblox game roblox tolong masuk game roblox betulin masuk tolong bantuanya trimakasih tolong betulin kadang susah masuk game roblox tolong bantuanya trimakasih,negatif,positif
1,update nya seru neg dah aja,negatif,positif
3,tolong balik robux item hilang emot tolong kembali,netral,negatif
1,main obby joystick nya banget,negatif,positif
3,seru suka main roblox hepibanget,netral,positif
3,bagus yanto,netral,positif
3,game kenang alam game game nya game guna neg,netral,positif
3,bagus,netral,positif
3,klo main roblox map suka henti henti jalan nya btw samsung android,netral,positif
3,item item robux uda beli suka ilang game nyaa seru,netral,positif
4,game nya kotak kotak tpi ngelag kocak,positif,negatif
3,bisa neg chat lagi,netral,negatif
1,game nya sih bagus tpi suka chat,negatif,positif
3,lumayan,netral,positif
5,capek main roblox rusuh download karna negara di neg temu dah capek byyy roblox dah capek main roblox byy  usn dapa adek,positif,negatif
2,brookhaven nya ganti avatar,negatif,positif
1,game nya bagus neg cuih,negatif,positif
3,mambar bisa neg udah main usia gara gara mukena pink bisa neg aplikasi,netral,negatif
3,the game good but don like the update little bit,netral,positif
4,masuk game tdk hilang data akun,positif,negatif
3,mohon bantu roblox kena neg baik bisa neg mohon bantu,netral,positif
3,jelek sial,netral,negatif
4,tolong baik pas verifikasi umur pake ktp kamera ngelag,positif,negatif
3,anu kalo mainin slalu ngebuggggg jelek banget dah,netral,negatif
3,woe hah udah bersihin trs maen brookhaven pas pen edit avatar loading nya bet woe kaga pake udh pencet sampe jari saket,netral,negatif
2,jaring bagus,negatif,positif
3,karna chat,netral,negatif
3,bisa neg chat bebas,netral,negatif
2,suka kluar sndiri lag prh pdhl gitu,negatif,positif
5,gampang neg bosan,positif,negatif
5,gams roblox bgus bug gitu wifi lancar kode gitu min baik min top mahal google cari belirbx situ murah riah jamin betah beli situ kalo mau neg maksa neg jdi top situ aja saranin mah kalo tuju like ya maksa neg segit,positif,negatif
3,roblox udah asik neg,netral,negatif
3,geme nya bagus sebentar anak bawah blok aku,netral,positif
2,gamenya sih bagus tolong fitur chatnya jgn batas umur biar anak anak biar interaksi org,negatif,positif
4,aplikasi roblox bisa neg buka server eror tolong baik,positif,negatif
4,game nya bguss cocok tpi knp hrus batas usia jelas knp batas usia ngelag karna bnyak org ngelag mohon maaf klo ganggu nya,positif,negatif
5,seru patah patah,positif,negatif
3,roblox macet udah nyalain wifi tetep aja macet aneh,netral,negatif
1,ihhhhhhhhh game najissssssss,negatif,positif
3,lumayan bagus bisa neg chat,netral,positif
5,bagus jelek dikit,positif,negatif
1,gkk dapet secret main fish,negatif,positif
1,expect neg,negatif,positif
3,tgl game roblox blokir,netral,positif
3,roblox game seruh roblox kin fitur chat nya biar neg game nya rame,netral,positif
3,mohon maaf roblox pas masuk eror aja sinyal wifi kuota bagus tolong baik,netral,negatif
1,kaga download roblox samsung tolong developer,negatif,positif
3,bagus,netral,positif
1,mas bintang karna gatau aja,negatif,positif
5,fomo,positif,negatif
3,tolong devlover nya nya dikecilin kuat neg,netral,positif
1,lumayan bisa neg dapet robux gratis,negatif,positif
4,kadang lag,positif,negatif
3,tebak bintang seru neg,netral,positif
3,dapat neg masuk umur,netral,negatif
5,game aneh main roblox,positif,negatif
1,kasih bintang heker nya,negatif,positif
3,ben udah aja,netral,negatif
2,bagus bgt suka kalo gabut langsung main roblox seru banget pokok ganti map mabar temen seru pokok sampe nyadar neg saking seru batre tinggal karna seru bgt temen download roblox mabar deh seruuuu bgtttt sayang udh bisa neg chat tolong kembaliin roblox kaya donnnggg seru cuman kaya gitu chat makasih yahh roblox brokheven pas ganti baju hilang,negatif,positif
2,wow keren tangal maret ngak main,negatif,positif
3,fun but bring back chat and plis don blokir kids,netral,positif
3,bagus ,netral,positif
1,kasih bintang karna dapet kode hilang dunia bumi buang nya pake,negatif,positif
3,apa sensor ngechat aja kena sensor,netral,negatif
3,game nya bagus bagus kalo memo penuh neg main game ini,netral,positif
3,seru,netral,positif
3,gamenya bagus main kembali chat roblox semua neg orang ktp chat mudah komunikasi orang ada neg voice not ribet foto aja siee tolong kembali chat roblox nya,netral,positif
3, ,netral,positif
3,jalan loncat nya lot,netral,negatif
3,suka banget samaa game bisa neg chat ken main bareng temen,netral,positif
3,bisa neg main roblox bawah,netral,negatif
4,lag masuk server,positif,negatif
3,suka update maless,netral,positif
3,always play the game sonaria,netral,negatif
1,realoadnya,negatif,positif
5,badan hilang,positif,negatif
2,sorry roblox please let play offline mode please return the chat,negatif,positif
1,game nya bagus,negatif,positif
3,game aneh chat batas predator pdf di neg peduliin tanggal nonaktifin hadeh umur main game game rating bintang,netral,negatif
4,loading mulu suka error kesel akutuh,positif,negatif
3,asik banget tpi chat,netral,positif
3,bikin memory habis dah ngelag,netral,negatif
4,ada neg chat bisa neg obrol teman,positif,negatif
1,bug grafik bagus kasi dukung tolong graf rangin cheater,negatif,positif
3,the game good but not can chat with friend,netral,positif
3,tolong baik bug bug game masuk map tulis failed connect the server error jaring lancar,netral,negatif
5,aplikasi nya ada neg aplikasi jelek,positif,negatif
2,bikin seru karna orang orang nya matiin chat nya udah deh pindah apk belah aja,negatif,positif
4,chat roblox,positif,negatif
5,game udah bagus kadang ngeleg sinyal main ngeleg kadang masuk,positif,negatif
2,apk bagus pake internet sih kasih bintang,negatif,positif
3,bagus blokir perintah,netral,positif
2,main nya sih bagus kadang malam engak bida login tolong benerkan lagiya trima kasih,negatif,positif
5,tolong kembali chat roblox bakal neg toxic,positif,negatif
3,game nya bagus roblox support neg ram tolong bagus roblox support ram,netral,positif
1,sayang roblox blokir tanggal maret,negatif,positif
1,game banget verivikasi usia,negatif,positif
2,tolong baik,negatif,positif
5,roblox atur dikit player rblx plis kembaliin rblx kyak duluu kangen,positif,negatif
3,game seru mabar teman fitur chat batas,netral,positif
3,dikit dikit disconnect dikit dikit disconnect,netral,negatif
1,kasih chat bang,negatif,positif
2,tulis coba koneksi nya bagus,negatif,positif
3,bagus bisa neg chat weehhhhh,netral,positif
3,quit roblox march because roblox will blocked that day,netral,negatif
1,moga umur bisa neg main roblok amin,negatif,positif
1,seru suka ngeleg,negatif,positif
5,bosan neg,positif,negatif
4,roblox fitur chat batas kesal sedih teman roblox alas kasih bintang,positif,negatif
4,update kasi simpan ruang nya dikit ngga download tolong sedikit update apk bisa neg download harap download mabar temen tolong update nya kasih dikit harap aja,positif,negatif
5,game nya seru komplen sih update mlu roblox kesel klo update mlu ubah tuh tetep aja kek nya ubah chat kgk tuh,positif,negatif
4,not fun anymore because want the chat feature back like before,positif,negatif
3,tolong optimal,netral,negatif
2,aga ngeleg,negatif,positif
1,dangerous for kids,negatif,positif
5,chat roblox,positif,negatif
1,geme udah bagus pas main night udah tolong baik,negatif,positif
5,great platform should always support its users mobility hope see roblox studio for android the future fully optimized for touchscreens with the increasing power mobile hardware today lightweight scripting and building should possible mobile devices this would massive leap forward for the future roblox,positif,negatif
2,bagus males akun ambil pasword ubah paskey bisa neg login pake passkey,negatif,positif
1,game nya bagus banget kokk suka updatenya ngawur bikin cepet ngeleg panas wifi jaring nya bagus aja ada neg ganggu suka kentang neg loh suka neg nya karna anak umur asli sekian dapat player old udah muak terimakasih moga gamenya baik yaa,negatif,positif
3,akun bawah hilang,netral,negatif
1,suka neg aja gitu,negatif,positif
3,bagus sihh roblox mabar banyak update ada neg mls nya gitu error lahhh gimana gitu kasi bintang,netral,positif
3,ayo dukung nya nih roblox peringkat,netral,positif
5,lambat download nya,positif,negatif
2,mendownload nya suka,negatif,positif
5,kasih bitang plis ban developer bikin geme negatif indonesia blokir roblox negatif,positif,negatif
5,hahaha citer,positif,negatif
3,ciba chat seru sih karna roblox nonaktif sesal qku mendonloud roblox,netral,positif
1,orang candu min gem sodara candu tanggung roblox,negatif,positif
3,seng bisa neg chat,netral,negatif
1,kalo main escape sunam mati kanapa,negatif,positif
4,dulunya enjoy banget main semenjak gaada chat kinda gasuka lohh ,positif,negatif
5,org org bacanin komen rating nyavpada terima neg pdhl chat tinggal verif wajah jir susah,positif,negatif
4,hilang batas usia batas neg usia sensor neg bikin batas usia kasar kirim neg game tidak neg ngomong,positif,negatif
2,suka main game bug batas usia bisa neg interaksi teman virtual senang neg,negatif,positif
1,assalamualaikum izin menggangu aplikasi roblox mohon maaf cepat nya perbaikin,negatif,positif
1,main,negatif,positif
3,game nya iklan ganggu hama iklan tambah pas udah selesai mencet tombol buang buang pas iklan game selesai ada neg tombol nya stuck situ,netral,negatif
3,game nya fitur chet tolong kembaliin kayak gue rindu temen gue pas main emergency hambrug pas mas pakai fitur chet tampa verifikasi,netral,negatif
4,game sampe main gara gara saudara main bocil gabisa chatting pensi,positif,negatif
3,roblox nya seru suka neg roblox temen saran download roblox ayo download roblox seru tau mabar bareng main tower pokok seru deh ayo download roblox yaudah download roblox awal bingung mai minggu suka roblox untuk roblox,netral,positif
3,gamenya bagus semuah bagus verivikasi pake email perivasi muka email aja org hack,netral,positif
1,roblox,negatif,positif
5,roblox nya gabisa buka wifi lancar,positif,negatif
5,game anomali gajelas,positif,negatif
3,chat moderasi jir gua ngechat pribadi aja sampe bisa neg,netral,negatif
2,bagus udah ban mulu lag internet bagus bisa neg chat pake muka cape bisa neg ngobrol temen,negatif,positif
3,apik,netral,positif
3,dia pas main map kepala avaku badan ilang,netral,negatif
3,apas orang sinyal bagus disconnection trs gjls,netral,negatif
1,gem,negatif,positif
5,tuju roblox baru anak umur nya akan neg main curang langgar atur hacker tipu harap aman roblox luas update nya,positif,negatif
3,seru sih batas umur udah seru neg game bisa neg kenal verif chat egois banget sih,netral,positif
1,bagus perfoma main buruk,negatif,positif
2,geme seru neg akan neg main tolong orang main neg geme ada neg manfaat,negatif,positif
3,game nya bagus tpi updatenya burik bet,netral,positif
4,balikin chatnya,positif,negatif
3,gamenya bagus seru pas main patah sering neg tulis game paused coba kalo pas main enak neg ganggu harap roblok baik lagi,netral,positif
3,lag mulu gamenya sinyal bagus,netral,negatif
1,akudibelokeri,negatif,positif
3,kasih bintang karna ngabisa donlong roblox penuh,netral,negatif
4,sorry only gave score because friend was blocked the government,positif,negatif
5,mpruy fix the lag,positif,negatif
3,mabar kasih bntg galak ngelak,netral,negatif
4,ngeleg nya,positif,negatif
4,roblox shirts bayar robux pas bikin shirts classic bayar premium tular neg tolong join game sesuai region mau neg susah susah server hop ngelag ngelag udah gitu aja,positif,negatif
4,jelek bagus,positif,negatif
3,aplikasi bnyk bug suka kali lag tolong adminnya betulin,netral,positif
5,why the report button now useless,positif,negatif
1,udah bagus bagus fitur chat diilangin,negatif,positif
1,keren banget update verify umur biar chatan bug bikin shirt gratis neg keren,negatif,positif
3,suka game nya suruh update bulan sih nya aplikasi hapus main roblox lagi,netral,positif
5,fitur chat kembali,positif,negatif
3,roblox cepat bikin habis kuota,netral,negatif
3,game seru,netral,positif
1, ,negatif,positif
3,seru harap tower situ,netral,positif
3,kasih bintang verifikasi umur,netral,positif
5,gaje,positif,negatif
5,bisa neg main tagal,positif,negatif
3,ken cuman roblox dulu,netral,positif
4,tolong baik server nya dikit dikit eror mulu,positif,negatif
2,game nya variasi bagus tolong robux murah aman beli tolong update robux murah,negatif,positif
1,gampang banget main seru kejar kejar seruu ih,negatif,positif
5,atas bug robux top robux masuk neg masuk udah log out revise ada neg top nya game nya langsung ganti rugi duit kasih robux top robux ada neg tolong plllssss,positif,negatif
3,udah bagus map server temen chat nya ada neg udah loh main roblox baik chatnya mengechat orang,netral,positif
3,enak sih enak robux nya mahal jirr,netral,positif
1,sih bgt chatnya hapus biar bocil ngechat ama predator  blokir pokok unsital roblox,negatif,positif
1,game seru bagus cocok main anak anak gimana update bisa neg,negatif,positif
1,geme nya seru bisa neg main ama adik gua roblox plis kembaliin roblox,negatif,positif
1,chat nya tolong benerin cok,negatif,positif
1,game nya bagus main terus ngetik open mic bug tolong benerin roblox,negatif,positif
1,roblox game seru,negatif,positif
3,fitur chat nya nunjukin usia plus wajah seru teman pakai bahasa isyarat janji main seko nya bikin pusing tentu jam main roblox,netral,negatif
5,game enak murah panah gara gara enak,positif,negatif
3,ad neg bdn sih bdn ilang lohh kek ini,netral,negatif
3,seru seru neg nya roblox maret hapus verivikasi wajah bisa neg chat gua males verivikasi nya bisa neg chat andai david bazuki kasi neg larang gua suka neg rundung ngomong kasar mending roblox hapus zepeto zepeto jelek bagus ava alim kalo gua sih pingen nya ava zepeto pake peci sarung gua suka oiya maaf baca kalo nulis nya salah ngetik sekian terima kasih,netral,negatif
1,buriq buriq,negatif,positif
3,drama kalo indonesia perintah platfrom rolnux tutup berat usia neg lumayan berat temen gua woy game bagus meh game brainrot kaya tsunami brainrot gimana player online nya sampe game capycat kek fish frame sinyal sih gantung device yah dah batas jir,netral,negatif
3,diroblox offline wifi si neg,netral,negatif
3,bagus cuman fitur chatnya kembali kasihan temennya virtual bisa neg chat chatan seru update seru neg kembali vitur chat roblox,netral,positif
5,jelek kasih bintang game mabar,positif,negatif
5,alas banyak neg updateeeeeeeeee,positif,negatif
5,bintang acount roblok login bikin akun login sore mohon baik,positif,negatif
1,gamenya seru mainin cocok orang gabut,negatif,positif
4,lag pas masuk map,positif,negatif
3,seru semenjak update chat sunyi chatnya gembok indo tanggal larang guna umur,netral,negatif
3,chat,netral,negatif
5,login pakai verifikasi bot neg,positif,negatif
2,game nya bagus banget seru kasih bintang karna udh update trus minggu besok nya update jdi cape,negatif,positif
3,tolong chat senang,netral,positif
4,suka game nya dah jelas neg updatenya,positif,negatif
2,bagus balikin chat nya woi roblox neg goblox david mabok neg lah admin pernah neg nyebar informasi pribadi woe,negatif,positif
5,balikin fitur chat,positif,negatif
4,chat hapus,positif,negatif
3,lumayan,netral,positif
3,roblox seru banget karna roblox bentar blokir sedih,netral,positif
2,game nya seru neg,negatif,positif
3,sebenernya bagus kadang roblox nya nge lag nge lag gabisa jaring bagus bagus udah gitu kadang nunggu nge lag nge bug,netral,positif
5,tbes plis the chat,positif,negatif
3,tolong balik chat obrol orang reting,netral,negatif
3,can chat with loved one anymore chat roblox,netral,negatif
5,tolong kembali fitur ngomong liat aja main roblox pindah polytoria,positif,negatif
1,bagussss bgtt sukaaa,negatif,positif
1,game nya suka lag jaring,negatif,positif
2,bagus aja,negatif,positif
4,atur roblox bug tetep suka roblox,positif,negatif
3,bagus sih kalo chat sesuai usia mitra bayar sih kalo ava nya bagus pakai robux emang sih robux bagus gitu tolong gratis yaaa boleh neg top ngerasain gimana gitu,netral,positif
5,geme nya jelek,positif,negatif
4,seru anj developer,positif,negatif
1,jelekkkkk,negatif,positif
3,bagus orang bohong pas lapor jadi neg tolong hukum pas server masuk mohon masuk neg tolong game roblox mudah tolong hapus neg item bayar dukung neg lgbt nya orang orang indonesia contoh agama islam islam lgbt haram,netral,positif
1,tenang aja roblox hapus,negatif,positif
5,game seru sih chatnya private chat bawah org kesel gara gara update update bikin kesel sumpah bisa neg chat ama temen ,positif,negatif
1,evil roblox,negatif,positif
5,balikin fitur chat,positif,negatif
1,geme blokir aja besok,negatif,positif
3,roblox sangan keren tanggal maret blokir,netral,positif
3,seru tarik,netral,positif
3,login banget,netral,negatif
5,game asu,positif,negatif
2,gamenya bagus pas main grow garden bisa neg pas masuk langsung erorr baik game nya develover main grow garden,negatif,positif
4,bisa bugnya bikin jengkel,positif,negatif
5,bisa neg masuk game hati sombong neg kasi bintang limaaa,positif,negatif
5,jelek,positif,negatif
3,rada lag oke,netral,positif
1,roblox bagus efek loading nya banget fps full wifi full buka chat roblox bisa neg lengkap email,negatif,positif
2,bagus sih bisa neg gobrol temen,negatif,positif
1,sayang blokir,negatif,positif
1,gem nya bagus karna hacker brairot ambil,negatif,positif
3,bagus banget roblox mai menit doang ngeleg mohon baik,netral,positif
3,balikin chat,netral,negatif
5,manusia mah berisik mending,positif,negatif
5,kembali fitur chat,positif,negatif
5,game nya dewasa neg anak main umur,positif,negatif
5,game kontol,positif,negatif
3,balikin fitur chat,netral,negatif
3,brookhaven ngelag parah,netral,negatif
5,game kontol,positif,negatif
3,keren kurang bisa neg,netral,positif
3,enak neg main bikin rising orang aja,netral,positif
3,gemnya bagus bicara vertivikasi usia bintang,netral,positif
2,geme nya udah bagus gemenya suka lag ngobrol nya bisa neg batas usia foto foto muka bgt sih,negatif,positif
3,pliss cepat buat roblox litenya pliss,netral,positif
1,geme nya seru neg,negatif,positif
3,lambat ada neg gambar brookhaven suruh klik pelan pelan bilang cepat,netral,negatif
5,masuk selver,positif,negatif
4,kembali vitur chet,positif,negatif
3,suka ngelag alas bikin emosi,netral,negatif
5,plis hilang verifikasi wajah chat teman,positif,negatif
5,tolong chat roblox kembali pliss,positif,negatif
1,kali bayar andai roblox gratis yad payah neg bayar bayar,negatif,positif
5,david kikir boleh neg download roblox studio beriin bintang  experience alam virtual nama studio lite studio ringan ringan batas izin neg plugin batas publish animasi,positif,negatif
5,tipu jual akun suda kali korban hack akun,positif,negatif
3,hapus verifikasi umur bagus gamenya,netral,positif
3,assalamu alaikum kaka megang akun ilang gimana,netral,positif
3,aplikasi nya bagus banget cuman negara indonesia batas usia mana anak bawah bisa neg main game harap jadi neg,netral,positif
1,bagus sih tolong kembali chat update ada neg tulis update gimana,negatif,positif
5,karna bisa neg chatan,positif,negatif
5,baik bug nya roblox,positif,negatif
3,bisa neg chatan roblox seru neg hilang chat nya tolong kembali chat roblox tolong kembali chat roblox,netral,negatif
2,geme nya seru tanggal maret batas umur,negatif,positif
5,bisa neg main kalo main baca nya server di neg respon,positif,negatif
3,roblox free fire raja miliar miliar kasih,netral,positif
1,sekolah boleh neg maik roblox,negatif,positif
3,talon nya kikir anj,netral,negatif
5,parah,positif,negatif
1,udh bisa neg main roblox perintah,negatif,positif
3,bang bang tambahin chet roblox offlain,netral,positif
4,roblox kaya seru neg banget what orang mau neg main tau main maybe bosan chat verifikasi muka nya neg privasi orang,positif,negatif
1,good game,negatif,positif
3,lumayan game nya,netral,positif
3,pedofil game anak anak aman alhasil dibatasin perintah,netral,negatif
1,bug suka game seru seru main,negatif,positif
4,tolong main bntr aja dah disconnect main disconnect disconnect wifi lancar lancar aja tolong baik blox,positif,negatif
3,tolong roblox tolong benerin papan komentar nya main roblox kena buk kiybort eror,netral,negatif
5,kurennn banget gabisa chat kaya dulu,positif,negatif
3,kenapabbrokhaven kek gitu,netral,negatif
4,ngelag,positif,negatif
3,boros paket data gem nya seru ngga teman mabar,netral,positif
1,sayang map mortal immortal hilang,negatif,positif
3,chat roblox orang main roblox main mohon chat roblox,netral,positif
5,jelas neg min gua ngemusik udah ngikutin atur ngomong neg kasar ban mulu dah males mending ken kayak gitu ngomong kasar langsung ban inimah ngomong neg kasar gua ngemusik doang ban tolong pinter kayak gin tuh atas udah gitu aja makasih,positif,negatif
1,like,negatif,positif
1,updatenya bagus,negatif,positif
4,please don limit the chat and don stingy there another bug remove then you want change your age don show your card please and one more thing make sure you follow the correct rules okay can all opinions make you move,positif,negatif
2,bagus banget game nyaa seru map map nyaa,negatif,positif
5,akun gua ilang emang ajar,positif,negatif
3,roblox please add rejoin last server feature please roblox please please please please please please please please please please please,netral,positif
3,hibur,netral,positif
3,seru,netral,positif
3,kagak bsa update,netral,negatif
3,seru bikin kesel muluh ken hapus rugi udah top hapus roblox mama marah duit sia sia,netral,negatif
2,tambah indonesia pilih akun,negatif,positif
2,terlalu neg suka game karna bisa neg chat roblox game nya tetep bagus kok,negatif,positif
3,suka banget roblox batas umur gabisa chat temen gabisa chat bocil video gabisa chat bocil temenku pls roblox kalo lebih neg pensi harap roblox maju update usia nya hilang gamau kyk org bisu gitu ngomong jawab neg gaada tau asli nya suka update nya cmn update nya jelek tau kalo susah harap tingkat,netral,negatif
1,bagus neg update nya buruk,negatif,positif
5,balik chat,positif,negatif
1,game,negatif,positif
4,nya chat,positif,negatif
2,game nya bagus bug jump bisa neg pencet erorr main game polisi penjara tahap udah main tolong baik suka game nya updated bug nya jump nya erorr kesal tolong plis baik hapus game karna game gitu oke bye tolong baik nilai rating cuman,negatif,positif
3,batas usia wajah hapus roblox enak neg roblox online situ orang komunikasi bayak orang main roblox komunikasi teman,netral,negatif
5,roblox deleted chat and need face verifacation,positif,negatif
